고객아이디,품번,구매평,구매일시,좋아요,장바구니
810,876,3,1638294969.0,0,0
910,273,3,1632501492.0,0,0
393,790,4,1641409773.0,1,1
457,695,3,1634078345.0,1,0
24,7,4,1627003676.0,1,0
201,806,3,1635820049.0,1,0
922,82,3,1643129123.0,0,0
222,245,3,1629861198.0,0,1
882,216,4,1631547508.0,1,0
213,42,5,1630636263.0,1,1
870,513,4,1631393578.0,1,1
749,1188,3,1630530610.0,0,0
221,550,4,1626926183.0,0,0
702,895,1,1637447534.0,1,0
719,274,3,1640129274.0,0,1
336,273,5,1629440032.0,1,1
77,636,2,1636433061.0,0,0
627,53,4,1631211504.0,0,1
913,7,5,1633405846.0,0,0
292,193,4,1632785734.0,1,0
875,418,4,1628145230.0,1,1
358,258,4,1642949077.0,0,0
168,845,4,1635967668.0,0,1
836,163,5,1637434058.0,0,1
890,385,4,1634254402.0,0,0
901,393,5,1628811738.0,1,0
494,238,5,1631221207.0,0,1
626,336,1,1630451477.0,0,0
619,33,3,1637634133.0,1,0
914,313,3,1638801969.0,1,0
906,471,3,1631115415.0,1,0
867,1065,5,1631758424.0,1,0
916,256,3,1632523551.0,0,0
864,470,4,1640570052.0,0,1
798,568,4,1627336111.0,0,1
436,507,4,1639449801.0,1,1
854,825,3,1634493143.0,1,1
896,148,2,1638840606.0,1,1
671,62,5,1635716411.0,1,1
717,887,5,1636322133.0,0,1
753,98,5,1643081366.0,1,0
913,57,4,1632438348.0,0,0
798,73,4,1627594114.0,0,0
721,335,3,1628817359.0,0,0
560,1019,4,1631655529.0,0,1
896,9,4,1638838266.0,0,0
844,294,2,1629061206.0,1,0
279,854,1,1626986613.0,1,1
833,226,3,1638838946.0,0,1
303,390,3,1631224365.0,0,0
312,601,5,1643379067.0,1,1
870,58,5,1626730723.0,0,1
56,193,5,1644358669.0,0,1
847,262,5,1630454788.0,0,0
919,31,3,1627053416.0,1,1
916,685,2,1632523727.0,0,1
711,88,5,1637710557.0,1,1
840,1639,4,1642891447.0,1,0
484,121,4,1633129910.0,1,1
851,925,3,1627411022.0,1,0
521,195,4,1636157775.0,1,0
21,408,5,1626631188.0,1,1
506,521,5,1626553529.0,1,0
847,317,3,1630620732.0,0,0
784,334,3,1643067812.0,0,1
151,124,5,1631204491.0,0,1
893,976,1,1626508981.0,1,1
815,226,3,1630378704.0,1,0
932,519,4,1642929710.0,1,1
878,276,3,1632545715.0,0,0
679,568,2,1636168259.0,0,0
804,647,5,1631122001.0,0,1
697,324,5,1634302481.0,0,0
648,435,5,1633892651.0,1,0
903,461,3,1642713334.0,0,1
694,661,5,1627407926.0,0,0
497,63,3,1631042985.0,1,0
669,357,4,1642940616.0,0,1
650,628,3,1643049982.0,1,1
931,459,4,1642716506.0,0,1
587,328,1,1644551284.0,1,1
833,840,2,1626977195.0,0,1
659,611,4,1643064606.0,1,1
454,606,2,1633640330.0,1,1
934,492,4,1642872087.0,0,0
458,116,4,1638074623.0,0,1
394,168,5,1632566919.0,1,1
851,690,4,1643641166.0,1,0
907,462,4,1631839666.0,0,1
537,482,4,1637711375.0,0,0
650,604,3,1643065178.0,1,1
655,507,4,1640493371.0,0,0
422,339,2,1631423848.0,0,0
398,111,3,1627332318.0,0,1
664,95,4,1629770125.0,0,0
711,186,3,1631673237.0,0,0
928,165,5,1632616863.0,0,0
886,709,3,1627712473.0,0,1
450,601,3,1634056658.0,1,1
821,484,5,1626473898.0,1,0
450,186,3,1634076799.0,1,1
295,143,4,1631197682.0,1,1
887,257,5,1633057854.0,0,1
566,260,2,1633329273.0,0,1
805,768,2,1633386049.0,1,0
715,249,4,1627641919.0,0,0
514,177,3,1637869816.0,0,0
332,1210,3,1640040460.0,1,1
823,238,5,1630118057.0,0,0
576,471,4,1638666237.0,1,0
321,526,3,1631120245.0,1,0
541,83,5,1635544806.0,1,0
747,664,2,1640318876.0,0,0
144,411,4,1639784588.0,0,0
757,227,4,1640146652.0,1,1
259,928,4,1626404937.0,0,1
646,877,3,1640209014.0,0,0
854,58,3,1634493825.0,1,0
440,258,4,1643227637.0,1,1
453,229,2,1639886219.0,1,0
869,476,1,1636172519.0,0,1
311,939,2,1636044694.0,0,0
933,388,1,1626618620.0,1,0
454,504,2,1639946955.0,1,0
560,201,3,1631655718.0,1,1
87,1186,3,1631556886.0,1,1
372,7,3,1628549387.0,1,1
893,1012,3,1626508163.0,1,0
524,6,5,1636307388.0,1,0
823,631,4,1630119293.0,0,0
308,259,3,1639416408.0,1,1
548,539,2,1643095257.0,0,1
868,432,2,1628788624.0,0,0
808,340,5,1635629986.0,1,1
796,1055,3,1644868577.0,1,0
892,1035,3,1638288643.0,0,0
830,174,5,1643241606.0,1,0
664,306,4,1628203133.0,0,0
661,164,4,1627715968.0,1,0
774,150,1,1640238787.0,1,0
815,686,5,1630375092.0,1,1
303,63,1,1631164327.0,0,0
878,215,2,1632546687.0,1,1
766,429,4,1642990067.0,1,0
922,181,5,1643129122.0,1,1
586,44,3,1635745692.0,0,1
796,71,4,1644898764.0,1,1
865,412,1,1631824504.0,1,1
354,714,4,1642897449.0,0,0
372,234,5,1628549387.0,0,1
910,56,4,1632501656.0,1,1
13,825,1,1634077651.0,0,0
450,603,5,1634053088.0,1,1
847,1,3,1630455523.0,0,1
764,273,3,1627922649.0,0,0
487,210,4,1635209505.0,0,0
339,654,5,1642712150.0,0,1
798,125,3,1626976178.0,0,0
805,428,5,1633384337.0,0,1
936,274,3,1638512858.0,0,1
457,423,5,1634077699.0,0,1
488,193,3,1642973911.0,1,1
919,313,5,1636739400.0,1,1
254,241,4,1638153190.0,0,0
504,454,5,1639518008.0,0,0
939,255,5,1631941094.0,0,1
670,96,5,1629655070.0,0,0
897,483,3,1631671921.0,1,1
645,185,5,1643734537.0,0,1
826,779,3,1637370900.0,0,1
833,433,3,1626804181.0,1,0
194,136,5,1631201167.0,1,0
934,13,5,1642869566.0,1,1
530,237,4,1638309307.0,0,1
823,58,5,1630118930.0,0,1
394,118,4,1632569066.0,0,1
648,228,5,1636562702.0,0,0
881,575,2,1628219330.0,1,1
930,235,2,1631215207.0,0,1
887,243,1,1633058370.0,1,1
801,245,3,1642013042.0,1,0
712,142,4,1627931366.0,1,0
927,143,3,1630876231.0,0,0
567,507,5,1634105820.0,1,1
934,414,5,1642871027.0,1,1
279,1034,4,1626977381.0,0,1
230,423,5,1632164825.0,0,0
682,775,1,1640201981.0,1,0
645,50,4,1643734824.0,0,1
790,570,2,1636838057.0,1,1
279,428,1,1626987379.0,1,0
279,429,4,1626986910.0,1,1
581,844,5,1631322274.0,1,1
576,678,3,1638640535.0,0,0
848,739,5,1638728260.0,0,0
1,244,2,1639111973.0,1,0
936,696,2,1638513191.0,1,0
939,266,2,1631940636.0,0,1
815,230,5,1630378098.0,1,1
737,171,4,1635994644.0,1,0
478,780,3,1641077808.0,0,0
660,8,2,1642879781.0,0,1
590,476,3,1631119345.0,1,1
130,17,5,1626897096.0,1,0
727,627,3,1635391150.0,0,1
943,79,5,1640319019.0,1,1
498,100,3,1633635291.0,0,1
925,788,3,1636398204.0,1,1
936,678,3,1638511820.0,1,0
474,1124,4,1639607152.0,1,0
151,301,4,1631203925.0,0,0
655,191,4,1639152744.0,0,0
543,82,4,1629225605.0,0,0
457,47,4,1634076935.0,1,0
645,653,5,1643734990.0,1,0
197,802,4,1643090082.0,0,0
922,739,3,1643128516.0,0,0
479,235,3,1631140503.0,1,1
890,667,2,1634084652.0,0,0
758,362,5,1639700763.0,0,1
222,790,1,1629865068.0,1,0
821,471,4,1626472752.0,1,0
768,127,5,1635515026.0,1,1
918,154,2,1643667411.0,1,0
782,257,3,1643179278.0,0,1
497,417,2,1631043627.0,1,0
883,56,5,1643374276.0,0,1
92,1037,2,1627587702.0,1,1
842,752,4,1642898353.0,1,0
815,613,5,1630374983.0,0,1
927,1035,4,1630879030.0,0,1
588,552,1,1641711021.0,0,1
753,64,4,1643082379.0,0,0
365,108,2,1642984019.0,0,1
805,642,4,1633375830.0,1,1
393,625,4,1641234780.0,1,0
810,328,5,1637086635.0,1,0
862,655,5,1630985016.0,0,0
382,235,5,1627626830.0,1,0
833,150,3,1626716213.0,1,0
435,412,3,1635814677.0,0,1
848,520,5,1638719329.0,0,0
796,633,5,1644342070.0,1,1
879,181,4,1639441088.0,1,1
880,1277,4,1631847355.0,1,1
555,47,2,1631655505.0,1,1
916,581,4,1632525543.0,1,1
584,228,5,1637454171.0,1,1
890,501,4,1634083085.0,0,0
858,678,1,1631139926.0,0,0
82,603,5,1630449479.0,0,1
495,662,5,1640316810.0,0,0
625,300,3,1642942561.0,1,0
299,503,4,1629872601.0,1,0
846,506,3,1635628908.0,0,0
428,245,5,1637623713.0,0,0
347,627,4,1633334545.0,0,1
698,195,4,1638046483.0,1,1
880,250,3,1631847521.0,1,1
303,155,3,1631164159.0,1,1
288,210,3,1638053509.0,1,0
835,591,4,1642712579.0,0,0
280,403,3,1643381506.0,0,1
659,214,3,1643067399.0,0,1
562,1126,4,1630876045.0,0,0
804,655,4,1631122377.0,1,0
896,527,4,1638839723.0,0,0
838,175,3,1638746186.0,0,1
881,95,4,1628217679.0,0,0
660,210,4,1642879293.0,0,0
902,479,4,1631145583.0,1,0
813,266,2,1635432660.0,1,1
833,217,2,1626904252.0,0,1
933,181,2,1626534100.0,0,1
881,521,4,1628217870.0,1,0
94,248,4,1643404341.0,1,0
575,318,5,1629828087.0,0,0
634,950,5,1628698125.0,0,0
486,458,3,1631555069.0,1,0
630,22,3,1637348328.0,1,0
787,362,3,1640659657.0,1,0
83,479,5,1631987699.0,1,0
747,70,4,1640413218.0,1,1
68,926,1,1628654298.0,1,0
746,455,4,1636755304.0,0,0
868,709,4,1628789197.0,0,1
883,347,4,1643371559.0,0,1
796,48,3,1644343090.0,0,1
7,421,3,1643032134.0,0,1
828,179,4,1642716972.0,0,0
608,736,4,1632083484.0,0,0
221,737,4,1627073346.0,0,0
752,750,2,1642887791.0,1,0
562,323,2,1630874768.0,1,0
453,55,4,1629234301.0,0,0
916,290,3,1632525206.0,0,0
293,284,2,1640585122.0,0,1
624,3,3,1631473436.0,0,0
92,149,3,1638123494.0,1,0
825,100,4,1632435942.0,1,0
856,286,4,1643169299.0,0,0
943,508,5,1627181795.0,1,1
727,568,3,1635391476.0,1,0
853,270,4,1631044822.0,0,0
705,257,4,1635106944.0,0,0
537,1420,1,1637709181.0,1,1
938,756,3,1643037019.0,0,0
903,61,4,1642713302.0,1,0
854,98,4,1634494394.0,0,1
632,685,2,1631139394.0,1,0
897,526,5,1631670813.0,0,0
537,204,3,1637711786.0,0,0
762,286,4,1630398810.0,1,0
188,259,3,1626751443.0,0,1
223,1234,3,1643228646.0,0,0
566,685,3,1633331183.0,1,1
59,658,4,1639885188.0,0,1
606,833,5,1638740394.0,1,0
472,105,3,1627659402.0,1,1
932,429,5,1642929675.0,0,1
939,1028,5,1631941868.0,1,0
552,258,4,1630900564.0,0,0
339,92,4,1642713452.0,0,1
311,578,2,1636045930.0,1,1
548,597,4,1643095890.0,0,0
934,792,3,1642873132.0,0,1
629,153,5,1631796818.0,1,0
865,588,2,1631915060.0,1,1
716,495,4,1631475762.0,0,1
830,427,5,1643142531.0,0,0
854,297,4,1634492263.0,1,0
833,181,2,1626716321.0,1,1
658,69,4,1626827995.0,1,0
708,336,2,1644398846.0,0,0
524,676,3,1636002379.0,0,1
568,1137,4,1629587092.0,1,1
234,385,2,1644015309.0,0,0
16,135,4,1629400916.0,0,1
436,143,2,1639450092.0,0,0
647,1016,4,1628214131.0,0,0
796,779,3,1644728713.0,0,1
659,447,3,1643066910.0,0,1
454,604,3,1633639960.0,0,1
916,164,4,1632525028.0,0,0
825,148,4,1632436725.0,0,0
795,402,2,1634934905.0,0,0
509,690,3,1635270676.0,1,1
617,74,5,1635468859.0,0,0
521,203,3,1636157896.0,0,1
296,898,4,1635876284.0,1,0
234,144,3,1643759840.0,0,0
648,475,1,1636044250.0,1,1
931,137,3,1642716552.0,0,0
886,159,2,1627711695.0,1,0
639,215,1,1642919271.0,0,0
747,433,3,1640413387.0,0,1
779,111,4,1627674324.0,0,0
627,82,4,1631211248.0,1,0
871,262,3,1639872970.0,1,1
20,50,3,1631347937.0,0,0
876,604,5,1631108406.0,0,0
757,17,3,1640146490.0,0,0
535,32,3,1631297574.0,1,1
733,148,3,1631216607.0,1,0
774,778,5,1640236046.0,1,1
870,70,4,1641089590.0,0,0
30,780,4,1626740217.0,0,1
64,435,4,1641417771.0,0,1
588,159,1,1641709795.0,0,1
743,258,5,1632957357.0,0,1
897,406,3,1631673577.0,0,0
867,603,5,1631758452.0,1,1
233,180,5,1629341364.0,1,0
64,241,3,1641419380.0,0,1
696,327,4,1638084144.0,1,0
1,19,5,1626751515.0,1,0
38,673,5,1644112062.0,1,0
201,1355,1,1635791637.0,0,0
765,170,5,1632026854.0,0,0
853,304,4,1631044822.0,1,1
667,475,5,1642715051.0,0,0
896,265,4,1638838604.0,1,0
690,232,4,1632857689.0,1,1
774,548,1,1640238041.0,0,1
663,676,3,1641172435.0,0,1
716,630,4,1631476138.0,0,0
916,755,2,1632525574.0,1,1
371,176,4,1629167135.0,0,0
608,421,5,1632086427.0,1,1
666,124,3,1631993391.0,0,0
514,137,3,1626998114.0,0,1
506,333,4,1638910118.0,1,1
846,1297,3,1635630665.0,0,0
746,265,4,1636755399.0,0,0
655,1010,3,1639157191.0,0,1
154,475,4,1630818832.0,1,0
270,563,3,1628636442.0,1,1
804,32,3,1631124352.0,0,1
763,137,4,1630598332.0,1,1
458,275,5,1638074471.0,0,1
880,1058,2,1631922421.0,0,0
936,125,4,1638512757.0,0,0
913,200,5,1632505443.0,0,0
716,515,5,1631473293.0,1,0
159,118,4,1632237464.0,1,0
928,487,5,1632616769.0,0,0
927,420,5,1630873437.0,1,1
62,76,4,1631054045.0,1,0
271,428,4,1637529188.0,1,1
815,233,3,1630374381.0,1,1
363,372,4,1643176077.0,1,1
548,250,5,1642724304.0,0,0
712,178,2,1626636357.0,0,0
749,240,1,1630530656.0,0,0
880,1036,2,1631923147.0,1,1
913,235,1,1633405960.0,1,0
244,924,4,1632284550.0,0,1
535,608,4,1631297856.0,1,1
763,194,5,1630598406.0,0,0
843,504,2,1631126911.0,0,1
855,855,4,1631505488.0,0,0
534,288,4,1629487429.0,0,1
597,990,2,1627019041.0,0,0
782,181,3,1643179213.0,0,1
2,286,4,1640229960.0,1,0
842,306,4,1642897942.0,1,1
627,566,3,1631211249.0,1,1
407,737,4,1626797053.0,1,1
666,23,4,1631819467.0,1,0
343,222,4,1628082978.0,1,1
840,603,5,1642884564.0,0,0
790,739,4,1636836686.0,1,1
276,1052,2,1640854870.0,1,1
786,281,4,1634522044.0,0,0
571,69,2,1635034760.0,1,0
873,342,4,1643072698.0,0,0
95,52,4,1630878800.0,0,1
328,447,2,1636725528.0,1,0
472,825,5,1627659439.0,0,0
459,186,4,1631246321.0,1,0
892,8,5,1638287879.0,1,0
901,435,5,1628811342.0,1,1
894,171,3,1634084595.0,0,1
258,326,5,1637381024.0,1,1
577,50,4,1632154394.0,0,0
716,300,5,1631472599.0,0,0
878,14,5,1632545865.0,1,1
621,184,3,1626644267.0,1,0
56,393,4,1644357047.0,0,0
727,402,3,1635391847.0,0,1
899,174,5,1635801125.0,1,0
378,313,5,1641345301.0,0,1
276,1019,5,1635502485.0,1,0
733,544,1,1631215407.0,0,1
749,1013,1,1632753081.0,0,1
785,69,4,1631119137.0,1,1
932,38,2,1642931696.0,0,0
611,354,3,1643316192.0,1,0
682,23,4,1640199725.0,1,0
548,431,5,1642724446.0,0,1
873,339,3,1643072871.0,0,1
831,742,3,1643034866.0,0,1
887,596,5,1633058118.0,0,1
562,514,1,1630875848.0,0,0
20,243,4,1631347799.0,1,0
815,97,5,1630374983.0,0,0
653,183,3,1630534100.0,1,0
335,340,5,1643246808.0,1,0
827,289,3,1634487571.0,0,1
748,7,4,1631134662.0,1,1
833,163,3,1626802814.0,1,1
883,113,4,1643373723.0,0,1
650,1419,3,1643061884.0,1,1
880,85,3,1631854904.0,1,1
897,79,5,1631674113.0,0,1
18,142,4,1631811173.0,0,1
651,995,1,1631806547.0,0,0
467,222,3,1631212651.0,1,1
863,909,3,1640969619.0,0,1
256,449,3,1633844999.0,1,0
782,304,4,1643177906.0,0,0
922,579,3,1643127988.0,0,1
648,692,4,1633893535.0,1,1
424,840,4,1632539693.0,1,0
497,805,3,1631042835.0,0,1
398,655,4,1627338967.0,0,0
790,135,3,1636836538.0,1,1
722,25,4,1642961108.0,0,0
399,561,2,1634025335.0,0,1
861,242,5,1632954504.0,0,0
886,69,2,1627711932.0,0,0
939,756,5,1631941532.0,1,0
892,56,4,1638287957.0,1,0
919,238,3,1627052988.0,1,0
654,237,4,1639543339.0,0,0
880,150,4,1631846798.0,1,1
478,150,4,1641068098.0,1,1
727,815,3,1635389188.0,0,0
883,208,4,1643374340.0,1,0
673,895,3,1640467423.0,0,0
378,287,2,1631724802.0,0,0
655,502,4,1639157168.0,1,1
933,654,4,1626534338.0,0,1
831,327,2,1643033940.0,1,1
94,412,2,1643404485.0,1,0
280,452,2,1643382387.0,1,0
757,250,4,1640124088.0,1,1
642,91,4,1637283897.0,1,1
46,286,5,1635291352.0,0,1
250,588,5,1629771736.0,1,0
804,252,4,1631121160.0,0,0
343,116,5,1628083009.0,1,0
886,1010,5,1627712103.0,0,1
923,280,3,1632068097.0,0,1
795,191,4,1634929962.0,0,1
880,231,2,1631847880.0,1,1
425,161,3,1630418187.0,1,0
494,323,3,1631220901.0,1,0
699,546,3,1630827769.0,1,0
781,294,1,1631313862.0,0,0
447,211,4,1630535724.0,1,1
883,96,4,1643376864.0,1,1
832,264,3,1639939480.0,1,1
894,32,4,1634084137.0,1,1
605,508,5,1631105432.0,0,0
526,181,4,1637362448.0,0,1
929,195,4,1632497681.0,0,1
876,527,5,1631108406.0,1,1
508,228,5,1635457430.0,1,1
940,692,4,1637601651.0,1,1
437,249,5,1631822027.0,0,0
537,494,4,1637711752.0,1,1
35,321,3,1627138970.0,0,0
835,132,5,1642713232.0,1,1
916,559,3,1632525658.0,1,1
385,240,4,1631127317.0,0,1
916,767,4,1632525522.0,1,0
536,993,3,1633998629.0,1,0
848,238,4,1638726329.0,1,1
931,685,4,1642716902.0,1,0
620,432,4,1641668036.0,0,0
550,15,5,1635106027.0,0,0
476,959,3,1635044433.0,1,0
655,1082,3,1639105655.0,0,1
3,353,1,1640917122.0,0,1
119,727,5,1638718711.0,0,0
903,198,4,1642712872.0,1,1
843,1135,3,1631127377.0,1,1
634,410,4,1628697872.0,1,1
484,14,4,1636917963.0,0,1
847,417,2,1630621588.0,1,0
807,144,4,1644208771.0,1,0
863,292,2,1640969067.0,0,0
301,299,3,1633755520.0,1,0
119,172,4,1626462191.0,1,0
513,435,5,1636743304.0,0,0
160,832,1,1628450673.0,1,0
840,503,4,1642889322.0,1,0
925,260,3,1636397669.0,1,1
184,480,4,1641588571.0,1,1
699,270,4,1644820745.0,1,0
664,157,3,1628204731.0,0,0
405,181,5,1637227909.0,1,1
747,1170,2,1640413182.0,1,0
406,425,3,1636310617.0,0,1
764,222,4,1627923440.0,0,1
285,286,3,1642275584.0,0,1
527,582,2,1631136078.0,0,1
805,1118,5,1633384553.0,1,0
823,181,4,1630118260.0,0,0
804,1244,2,1631121132.0,0,1
937,326,1,1628448813.0,0,1
751,916,1,1644793145.0,1,1
851,327,4,1642484671.0,0,1
546,343,3,1636820117.0,1,1
913,227,1,1633048310.0,0,0
825,195,5,1632781543.0,1,1
586,356,4,1635745692.0,1,1
407,85,4,1628019975.0,1,0
655,793,3,1640493186.0,1,1
437,420,3,1632682191.0,0,1
919,126,4,1626969170.0,0,0
825,620,3,1640701134.0,1,1
579,268,3,1632631444.0,1,0
897,208,5,1631671037.0,1,1
698,187,2,1638046916.0,0,0
622,9,4,1634349969.0,1,0
394,418,4,1632567462.0,0,1
943,187,5,1640319147.0,1,0
897,168,3,1631671341.0,1,1
478,1041,3,1641076449.0,1,1
38,433,5,1644113771.0,0,1
592,815,3,1634288625.0,0,0
846,550,4,1635629156.0,0,1
42,658,2,1632787502.0,0,0
916,919,5,1632523465.0,1,1
846,448,5,1635629547.0,0,0
395,300,3,1635442362.0,0,0
393,541,3,1641235384.0,1,1
694,133,5,1627407189.0,1,1
81,79,5,1628214817.0,1,0
542,432,5,1638212552.0,0,0
158,83,5,1631814913.0,0,0
279,27,5,1626993015.0,0,1
372,273,5,1628549730.0,0,1
888,631,4,1631045224.0,1,1
794,224,4,1642715793.0,1,1
394,403,4,1632569034.0,1,0
836,289,1,1637433691.0,0,1
694,530,5,1627406708.0,1,0
683,288,3,1644966259.0,1,0
321,659,4,1631120980.0,1,1
149,311,3,1635192752.0,1,1
14,382,5,1630799739.0,1,0
49,200,3,1639747358.0,0,1
416,345,5,1644894332.0,1,0
846,1078,2,1635629982.0,1,1
832,895,2,1639939285.0,1,1
768,763,2,1635515210.0,1,0
643,716,3,1643129507.0,1,1
806,128,3,1634068419.0,0,1
942,528,5,1642962840.0,0,1
453,1303,2,1639886730.0,1,0
603,227,3,1643635972.0,0,1
435,658,3,1635813223.0,0,1
863,304,3,1640969240.0,1,0
119,287,4,1626455465.0,1,1
805,411,2,1633385350.0,0,1
843,216,2,1631126806.0,1,0
416,173,5,1644894127.0,1,0
537,506,3,1637711860.0,0,1
802,259,2,1627664938.0,0,0
911,134,4,1644518823.0,0,0
560,58,3,1631655485.0,0,0
629,42,2,1631797430.0,1,1
850,659,4,1634874709.0,1,0
896,379,2,1638839805.0,0,0
829,86,4,1643672008.0,0,1
523,202,4,1635382054.0,0,1
125,289,5,1644515854.0,0,0
942,659,5,1642963161.0,0,1
763,12,5,1630598486.0,0,1
406,9,5,1631125735.0,0,0
880,976,2,1631923588.0,0,0
727,108,3,1635389948.0,1,1
506,641,5,1626553158.0,0,0
886,9,5,1627712274.0,0,1
588,697,5,1641704002.0,0,0
892,357,5,1638287568.0,0,0
458,194,2,1638077504.0,1,0
823,174,5,1630117589.0,0,0
901,194,5,1628811342.0,1,0
747,199,4,1640319102.0,1,1
572,100,3,1631129632.0,1,0
600,1004,4,1640131839.0,1,0
595,1010,4,1638602069.0,1,0
393,720,3,1641234648.0,0,1
864,651,5,1640568168.0,0,1
577,763,3,1632150638.0,0,0
870,793,5,1627360258.0,1,1
566,78,1,1633331829.0,1,1
807,428,4,1644210439.0,1,1
933,392,3,1626534652.0,0,1
671,11,4,1635715774.0,1,0
497,795,1,1631043284.0,1,0
868,24,2,1628788385.0,1,1
756,225,1,1626510864.0,0,1
864,28,5,1640567247.0,1,1
829,410,3,1632766959.0,0,1
854,258,4,1634491810.0,1,0
907,117,5,1631839172.0,1,0
833,526,4,1626904515.0,1,0
184,676,4,1641587925.0,0,1
659,512,3,1643066040.0,0,0
498,268,2,1633634618.0,0,0
919,989,2,1626968418.0,1,0
589,751,4,1635032562.0,0,1
377,678,2,1642977043.0,0,0
846,425,5,1635629156.0,1,1
655,1578,3,1639330714.0,1,0
936,286,5,1638513794.0,1,1
892,465,4,1638289295.0,1,1
59,608,4,1639884502.0,1,1
757,143,3,1640148693.0,1,0
697,339,2,1634301714.0,0,1
661,86,4,1627715679.0,1,0
450,61,4,1634056446.0,0,0
872,845,3,1640159313.0,1,1
496,68,4,1627747192.0,1,0
299,211,4,1629560961.0,1,0
201,697,4,1635820115.0,1,1
751,865,2,1640815211.0,0,0
455,52,3,1630792011.0,0,0
919,116,3,1626968749.0,1,1
869,275,4,1636170936.0,1,1
807,205,3,1644208605.0,0,0
887,109,5,1633058289.0,0,0
554,717,3,1627912553.0,1,0
59,90,2,1639886363.0,0,0
361,121,2,1631121324.0,1,0
731,694,5,1637864421.0,1,0
479,143,1,1631141669.0,1,0
846,200,4,1635628685.0,0,1
927,815,3,1630861259.0,1,0
58,56,5,1635985369.0,1,1
405,435,1,1637227176.0,0,1
741,732,4,1643136509.0,0,1
542,401,3,1638213193.0,1,1
389,418,4,1631845168.0,1,1
682,752,4,1640203634.0,1,0
342,9,5,1626664233.0,0,1
932,654,5,1642929877.0,0,0
546,219,5,1636821439.0,1,0
897,530,3,1631670531.0,1,1
807,422,4,1644762741.0,0,1
868,193,2,1628788123.0,0,1
878,174,3,1632552669.0,0,1
569,118,4,1631474265.0,0,1
932,479,5,1642929794.0,0,0
303,419,4,1631147328.0,1,1
917,756,4,1634591622.0,0,0
92,841,3,1638123455.0,0,1
897,135,3,1631670843.0,0,1
712,510,2,1626409749.0,0,1
350,190,4,1634026900.0,1,0
830,173,4,1643144148.0,1,1
537,708,3,1637711860.0,1,1
804,632,3,1631124488.0,1,0
397,484,5,1637029759.0,0,1
795,202,3,1633209874.0,0,1
442,92,5,1635069776.0,1,0
749,22,5,1630527327.0,0,1
734,483,4,1642705247.0,1,0
565,86,5,1642717757.0,0,0
710,179,4,1633743766.0,0,0
701,326,4,1643126707.0,1,1
516,357,3,1642970685.0,0,1
864,203,5,1640566846.0,0,1
911,584,3,1644521033.0,0,0
892,136,4,1638289365.0,0,1
682,625,3,1640203155.0,0,0
840,22,3,1642884265.0,1,1
414,11,5,1636679347.0,1,1
934,614,3,1642871334.0,0,0
514,100,4,1626998163.0,1,0
654,508,1,1639543355.0,1,1
632,550,2,1631138900.0,0,1
768,682,3,1635514776.0,1,0
886,328,3,1627711173.0,0,0
727,186,5,1635390598.0,0,1
918,216,2,1643667205.0,0,0
712,42,1,1626409935.0,1,0
201,1,3,1635793635.0,0,0
392,11,4,1642718371.0,0,1
552,628,3,1630901833.0,0,1
315,466,1,1631501349.0,0,0
745,20,1,1631803905.0,0,1
922,455,4,1643130688.0,1,0
904,709,3,1631415499.0,0,1
222,472,2,1629243998.0,1,1
535,848,3,1631298743.0,0,1
476,433,4,1635044250.0,1,0
664,414,5,1629770415.0,0,0
711,941,3,1631674608.0,0,0
145,234,5,1626951948.0,1,0
915,346,2,1642710070.0,1,1
903,655,5,1643146376.0,0,1
846,489,4,1635628606.0,1,1
158,298,3,1631812513.0,0,0
896,188,3,1638839011.0,0,0
883,504,5,1643434950.0,1,0
764,371,3,1627926436.0,1,0
398,633,4,1627406786.0,0,0
486,50,5,1631554582.0,0,0
28,529,4,1633637310.0,0,1
340,969,5,1636671647.0,0,1
545,67,1,1632028933.0,1,1
934,661,4,1642870960.0,1,0
517,1177,5,1644340728.0,0,0
930,117,3,1631214803.0,0,0
869,1132,1,1636172906.0,1,0
328,316,5,1640321915.0,0,0
715,97,3,1627644330.0,0,1
381,268,4,1644377982.0,1,0
843,650,3,1631127801.0,0,0
847,663,2,1630620954.0,1,0
586,423,2,1635738708.0,0,0
484,87,5,1642875746.0,1,1
766,663,5,1642990067.0,0,0
634,744,5,1628698125.0,0,1
276,373,2,1626657513.0,1,1
878,921,4,1632547665.0,1,0
551,520,4,1644457339.0,0,0
870,286,4,1626730332.0,0,1
587,322,3,1644551113.0,0,0
881,1066,3,1628218726.0,0,0
892,663,5,1638289330.0,0,0
49,283,3,1639746086.0,1,0
848,183,3,1638718104.0,1,1
862,472,5,1630983505.0,0,1
403,476,4,1631470468.0,1,0
774,101,2,1640238018.0,1,1
704,432,5,1643077535.0,1,0
479,470,5,1640805718.0,0,0
747,1427,2,1640319594.0,0,0
231,15,4,1631645704.0,0,1
782,313,5,1643177697.0,0,1
806,29,4,1634070296.0,0,1
177,156,5,1631810931.0,1,0
666,294,3,1631819037.0,0,0
563,301,4,1632186234.0,1,0
59,73,4,1639886254.0,1,1
416,620,4,1630559237.0,0,1
833,200,4,1626811847.0,0,1
899,515,3,1635801945.0,1,0
336,85,3,1629438078.0,1,0
389,722,2,1631769192.0,0,1
932,67,2,1642931611.0,1,0
856,307,4,1643169250.0,1,1
